,suicides_per_100k
8733,3.59
7100,0.19
12625,4.49
11704,5.57
4984,4.54
2759,0.3
10724,0.3
11461,0.17
1452,0.0
4510,2.55
7631,4.08
11470,6.01
7946,0.0
8452,6.1
2271,0.0
6518,4.71
4742,6.31
5054,0.37
9611,4.68
3601,3.65
1524,0.0
10310,4.63
5848,1.44
3640,2.29
6901,0.0
4397,1.29
6060,1.05
3524,2.43
4800,0.89
1681,3.91
3214,0.36
12761,5.6
8241,4.62
8614,1.75
4372,1.41
4220,2.0
4775,3.06
201,0.0
8273,2.05
4567,0.0
11570,5.16
11706,0.0
10987,6.21
4692,1.64
10083,0.0
3449,0.25
1314,0.46
8270,4.03
1293,3.62
1946,0.0
12202,6.29
6107,0.0
8040,0.0
9886,0.66
5265,1.32
10773,0.0
1478,1.12
10561,2.34
369,0.0
8254,0.0
12035,5.0
10801,0.0
9019,0.39
10574,0.68
10376,0.0
7592,0.0
11589,4.02
10922,0.42
4627,0.0
7222,0.0
7346,1.62
355,0.0
13121,3.02
4798,3.22
12519,0.63
11136,0.19
8463,1.2
6363,3.59
916,3.6
1692,2.38
8848,4.91
6674,2.69
6109,2.9
12335,0.47
11788,0.69
125,1.8
3951,2.37
760,1.42
5006,0.58
8263,0.92
8307,0.0
6000,1.18
9648,3.68
9557,4.22
5922,1.64
7566,0.83
3346,1.85
12586,2.18
800,0.0
7830,4.83
928,1.63
4912,0.31
6034,1.08
6790,2.53
11994,1.29
11731,0.23
11173,0.45
9345,2.1
9870,2.94
5359,0.19
1782,0.0
11712,0.69
1384,1.69
4079,3.23
7553,0.0
401,0.0
5719,1.23
11385,6.29
3407,0.0
6701,0.21
6100,0.0
4865,0.0
1648,2.98
11258,0.18
718,0.93
9372,5.38
5108,2.64
12434,3.67
4278,1.5
9556,6.13
11609,6.22
5402,0.0
8578,1.8
12809,3.53
9606,0.91
4558,0.0
12404,1.47
9803,0.62
4443,3.67
3388,2.37
3987,4.11
6590,2.0
3737,4.94
669,1.0
8081,3.77
6346,3.95
9629,1.53
11954,3.53
7841,6.27
9996,2.1
5932,0.85
11580,3.91
5053,2.73
1559,0.0
1130,5.6
3618,1.16
7703,0.5
903,0.0
488,0.0
6573,0.17
10706,2.64
7144,0.38
6337,1.15
5688,1.2
7502,1.28
7236,0.0
6835,4.26
1687,0.0
5437,0.0
8414,6.05
7623,1.94
8887,4.59
11560,4.16
9593,0.89
5616,0.0
174,0.0
4491,1.63
10210,1.91
1343,2.02
3605,5.8
9924,0.17
2094,0.17
5585,0.0
6198,5.15
8759,0.11
8198,0.0
75,1.59
6260,0.0
41,0.0
4898,1.27
12701,4.55
4688,3.74
4112,5.16
9253,0.6
2904,0.65
12608,0.15
5068,0.23
4430,2.54
11406,3.24
11247,0.04
2234,0.0
6464,5.28
5227,2.61
5782,2.78
3616,5.73
5643,0.0
4540,3.36
6620,3.84
10203,1.48
11343,3.48
1810,3.45
9977,2.25
12110,3.71
9584,0.94
4726,0.17
6617,0.31
4733,3.65
8673,0.0
7727,2.22
6724,6.0
9753,4.21
4895,3.72
9111,0.0
8884,1.42
12176,1.18
11364,3.9
94,4.9
5192,2.21
9872,0.25
12330,3.54
2486,1.89
1806,0.0
676,0.58
9565,1.3
1366,1.42
6700,0.28
7527,1.38
2505,2.75
10799,0.0
5232,0.0
2354,0.0
11182,1.1
3237,3.31
6055,0.3
9058,6.31
6344,0.0
595,5.5
9048,1.31
12757,4.25
3170,0.41
4297,1.2
1119,6.31
4127,1.48
4118,4.53
4181,1.94
12901,1.19
13095,0.36
13076,0.41
11080,0.0
11576,1.96
1582,0.0
4851,5.68
6504,3.64
3033,3.48
1067,0.0
12292,1.63
12630,0.03
1730,0.0
2225,0.0
9671,4.35
2425,4.78
12868,3.6
2844,0.46
12401,1.64
5638,0.0
471,0.0
10131,0.66
5870,1.74
8264,0.0
4045,0.0
248,0.0
2936,0.88
2626,2.62
10206,0.0
2439,0.22
2675,3.85
486,0.0
8669,0.0
9059,4.98
3672,0.12
10917,3.86
5173,4.67
454,0.0
4663,1.24
6541,1.83
11990,6.09
1117,0.54
11543,0.0
11694,0.55
625,4.91
2276,0.0
7041,0.0
10596,1.1
2814,4.03
6017,1.13
1485,4.24
2680,4.82
6884,1.16
6359,2.91
4385,0.9
13111,6.04
10668,0.0
4143,4.23
2203,0.0
8860,2.17
11584,6.1
5516,0.0
7062,0.37
4210,1.1
12995,2.24
4517,2.86
3409,2.2
4242,1.19
1116,6.2
4655,0.63
600,0.55
12721,0.06
9220,0.64
7185,6.13
7400,0.0
4286,6.04
1334,3.64
11877,3.39
3325,1.9
5893,3.41
8987,2.02
9070,5.9
360,0.0
11464,5.62
13071,0.57
106,5.64
9366,2.76
3571,1.99
9848,3.15
3575,0.28
5796,0.32
7916,0.0
7109,0.3
1231,0.56
7808,0.0
1961,0.0
5972,0.0
6759,3.91
6451,5.95
11964,0.0
8149,4.71
3247,1.36
11948,2.01
6906,3.77
11262,2.3
9391,1.62
7126,0.37
5702,0.15
5175,3.22
12618,4.31
1499,1.93
7800,3.92
688,2.75
4422,0.79
12183,0.68
8524,0.83
6250,0.0
8560,1.06
2786,1.78
8936,1.04
11366,1.48
10010,0.0
4647,0.63
720,3.55
4710,0.38
7192,3.65
4391,0.68
12359,0.76
12053,0.0
3590,5.24
8041,0.0
714,3.66
12402,0.48
5369,0.0
2644,0.4
926,3.29
11691,4.65
7605,0.0
4209,1.69
332,0.0
6969,0.0
8397,0.0
5787,0.32
8796,5.13
8121,5.24
11573,0.0
9052,0.0
7589,0.0
7291,0.0
6653,0.95
2945,2.12
9666,0.2
767,1.6
6847,1.49
8470,5.79
9986,0.0
11350,2.06
9209,3.16
12071,0.0
11037,4.9
8780,5.13
11537,2.67
4927,4.43
8365,2.04
222,0.0
2878,2.66
10052,2.97
5623,0.0
6090,3.42
7191,1.68
12675,3.49
3160,1.06
4011,2.34
11401,0.53
11097,1.06
4270,2.33
6148,4.78
6097,4.83
10752,0.0
12664,0.1
1414,0.4
12384,5.35
5610,0.0
3223,1.86
8610,0.93
1139,5.95
7779,3.99
3586,0.32
4792,0.34
3406,0.57
3714,2.45
727,5.21
4752,3.48
7453,2.34
806,1.19
560,3.33
9785,2.95
5780,4.75
9796,2.32
6468,0.32
11285,2.8
10495,0.35
2621,2.28
12259,0.37
2032,2.79
5721,0.0
1325,4.03
4155,4.85
10007,1.43
8587,1.14
1777,0.0
8977,2.3
13004,0.0
3608,0.4
1652,0.0
2020,0.37
2490,2.61
12994,5.82
5518,0.0
8676,0.0
8086,0.0
795,1.22
704,0.49
583,5.1
3636,1.5
10328,0.0
4282,1.86
12555,6.06
13038,5.16
4523,1.47
10182,1.6
8067,3.66
1758,0.0
7491,1.0
2243,0.0
11931,4.7
9560,1.84
7614,1.06
12221,3.71
6270,0.0
107,5.29
11422,0.32
13017,0.83
1852,2.66
2084,0.32
10064,4.01
1795,4.0
4253,1.56
12180,0.94
12124,1.18
11524,3.04
8293,1.02
10219,0.74
5884,0.16
6522,0.2
11520,0.0
2071,5.49
368,0.0
2516,0.38
12877,0.34
10754,0.0
10930,6.25
734,0.0
8359,4.26
1424,0.64
9825,0.51
1720,0.0
5630,0.0
10686,2.97
10699,0.26
7369,1.56
3273,1.45
10566,0.58
1620,0.0
12896,1.07
2533,2.13
12810,1.17
11270,0.47
586,2.59
3477,0.0
9148,1.61
9683,4.14
1650,1.16
3918,0.16
5938,5.07
9975,4.88
3749,2.44
11021,5.75
8217,0.0
478,0.0
12146,2.11
11152,0.06
8277,1.04
3733,2.3
8194,0.0
388,0.0
6342,1.36
6299,4.36
12138,1.12
12773,3.81
8014,0.0
5891,0.0
239,0.0
4446,6.28
724,1.06
12537,1.89
6568,3.29
3931,3.88
9928,2.93
12978,5.86
12514,1.92
8133,0.0
331,0.0
8106,0.0
2665,3.14
3859,0.0
10503,2.67
10294,1.3
494,0.0
7639,0.59
6224,4.74
891,0.32
4855,0.55
2074,4.82
11604,1.91
3885,2.93
12069,2.79
510,0.0
7603,0.0
2333,3.49
1390,0.47
9037,4.7
13063,2.86
3172,5.96
5451,0.0
1626,0.0
8152,0.0
12029,5.39
12879,3.64
3835,5.96
176,5.23
12027,0.0
12716,3.56
11188,0.14
8526,0.51
9678,0.28
10476,6.09
6048,1.22
8373,0.0
9231,2.43
10800,0.0
12672,0.11
1145,0.52
1608,5.6
2762,3.96
2966,1.74
3154,1.04
9278,2.87
3335,0.97
11430,0.09
9105,0.0
1235,1.07
5374,1.75
3958,2.29
9519,1.04
4409,0.89
9110,0.0
1242,1.31
12067,3.26
2543,2.01
1751,0.0
2356,0.0
6714,4.48
683,0.82
5835,1.84
5486,0.0
12355,3.1
4449,5.21
11425,5.35
2180,0.0
11822,3.75
2988,2.13
9759,1.86
5309,6.15
3006,2.0
5168,1.36
8326,6.13
6651,2.79
1337,4.51
6152,0.0
9700,0.22
2467,3.05
1816,0.0
5889,0.42
3852,6.27
8292,1.06
9555,1.18
10204,1.4
5742,0.34
5182,5.65
11686,0.19
3279,1.53
7525,1.72
3376,1.03
9275,0.0
8743,0.33
5970,2.25
8442,6.13
2087,0.65
12257,1.75
1814,0.0
5146,5.37
5269,0.0
6351,5.16
1983,0.0
3302,0.68
4923,0.34
3811,2.94
9791,2.71
609,5.02
6287,0.0
2674,5.74
9518,1.52
123,3.16
6569,3.13
3106,1.05
199,0.0
66,5.58
5855,4.77
6374,6.06
9619,0.8
11421,1.21
2600,1.93
6551,2.69
11266,0.69
2569,2.37
749,3.75
2223,0.0
4724,4.59
7572,2.12
6681,1.55
216,0.0
13052,1.3
1310,1.2
7778,4.22
3635,2.29
6211,4.93
1574,0.0
2874,0.65
11632,0.0
1033,0.0
7811,3.02
9551,2.24
463,0.0
4629,0.32
13066,6.19
4333,1.05
3462,1.23
10507,4.36
12862,3.71
7092,5.25
8146,0.0
10351,1.6
4600,0.0
5711,0.0
1898,2.58
7874,0.0
11703,0.0
2132,0.16
12477,4.96
6027,2.17
5484,0.0
11551,4.48
13069,3.94
1791,0.0
3568,0.0
13010,0.41
9053,0.0
3391,0.0
4476,3.19
7829,0.0
10888,0.48
8536,1.52
4907,1.4
4108,0.0
4620,3.98
8240,5.74
2037,4.1
12637,0.11
5429,0.0
9782,1.2
2324,3.41
6169,0.0
10177,5.43
6734,0.04
11076,0.14
9602,2.51
9056,0.63
5420,0.0
11498,1.22
5208,5.27
11536,4.67
3665,2.09
6132,3.69
11164,0.06
3563,2.48
4191,0.85
2560,0.31
5245,1.27
5771,1.95
2104,5.45
5609,0.0
11431,6.25
12117,0.4
1757,0.0
1616,0.0
3963,2.14
2606,2.06
5666,5.58
4097,1.68
1437,0.28
9238,2.33
4685,5.88
6145,0.0
8200,0.0
8719,2.3
578,4.12
6355,2.39
6799,1.41
11981,6.06
8055,0.0
11293,0.32
5803,1.63
1632,0.0
4481,4.31
11071,0.59
791,5.84
11288,1.69
11388,1.69
3683,0.59
7933,0.0
10474,1.78
9291,0.0
2266,0.0
12354,3.1
3398,0.0
9081,4.2
1787,4.17
13073,5.36
11682,0.58
6182,0.0
6246,0.0
347,0.0
5086,0.25
5807,0.31
12116,0.41
9746,0.09
8105,1.76
10199,6.18
12190,5.2
11790,4.72
10818,0.0
12823,0.26
359,0.0
4361,1.72
589,4.94
11539,5.52
12529,1.56
8915,0.0
4473,0.0
10071,3.86
6327,0.0
9670,4.55
363,0.0
6515,2.12
460,0.0
741,2.03
2186,0.0
6252,0.0
2646,3.17
2072,0.48
5723,6.3
3216,1.72
9516,2.25
8162,0.0
6079,1.3
2311,0.0
8942,6.07
12072,4.53
5213,0.62
5452,0.0
1936,0.0
192,0.0
2800,0.29
9588,3.42
7494,0.0
3492,0.0
8749,0.33
6435,0.69
8022,3.61
4979,0.8
889,0.5
3119,3.35
2583,2.46
9875,2.85
5112,5.56
5634,0.0
8392,0.0
6710,3.23
2209,0.0
9988,4.2
10552,1.84
12093,0.0
9889,3.97
12635,2.87
11112,0.37
4483,0.0
12611,3.97
11030,1.37
3239,1.09
92,1.05
5350,1.21
11481,2.29
3870,5.07
10414,0.0
2647,2.66
885,1.92
6139,0.21
2767,4.54
4996,0.43
7473,0.0
9039,0.0
4254,1.11
12516,1.86
9007,6.2
9657,5.22
254,0.0
13029,4.05
9068,0.32
7920,0.0
1286,0.62
7786,4.15
3380,2.48
3657,0.49
2432,0.22
1767,0.0
1744,0.0
10674,3.26
1490,1.61
8215,3.37
12647,4.1
1709,1.29
5257,1.12
8474,1.03
9591,2.17
10732,0.0
10416,4.22
9409,2.62
2713,4.63
11985,3.6
11286,2.52
4013,0.0
1996,0.0
628,0.82
11713,0.49
11696,6.14
3151,1.98
3573,1.53
10894,0.0
3113,2.47
2002,1.01
1776,0.0
4424,2.58
9953,1.16
2545,0.25
12410,2.86
9667,0.14
12049,6.12
11978,3.57
11023,0.0
9166,0.55
5127,0.4
8174,0.0
13059,0.29
198,0.0
11748,3.3
8822,6.28
2367,0.0
2107,5.03
3323,0.9
12395,1.77
9559,3.36
4640,0.32
10164,3.09
11906,2.67
7133,0.48
7979,0.0
4364,3.81
2441,5.05
3722,2.47
2044,1.8
9228,0.0
6332,2.38
214,0.0
6914,0.0
10659,5.76
9879,2.24
5268,0.38
6277,0.0
51,2.11
6222,0.0
8139,0.0
1756,0.0
6002,0.0
12897,0.42
2683,6.24
7627,0.0
2702,5.97
4605,0.0
3157,3.77
8833,0.4
7768,0.0
9981,4.42
5122,4.29
3721,5.54
5355,2.65
1328,5.12
12019,0.0
1879,0.0
6310,0.99
2667,4.56
7177,4.24
9358,0.0
2896,4.39
4548,0.0
6513,5.02
8033,0.0
12899,4.49
6477,4.21
12653,3.69
10983,0.49
7940,3.77
2260,0.0
781,4.57
643,4.7
4817,1.86
1684,1.68
6979,0.49
11393,2.66
10695,0.0
7043,0.0
11250,2.69
13000,0.78
2302,2.88
2943,3.19
7590,0.0
2191,0.0
3185,1.13
7880,0.0
6183,0.0
9991,0.18
1785,0.0
11070,1.04
9545,2.61
8935,4.16
13133,5.79
3676,0.58
5651,0.0
5534,0.0
7116,5.51
5950,0.92
9173,0.0
561,2.27
735,0.0
10155,0.0
12517,1.82
7884,0.0
1809,4.17
4072,0.3
3314,0.87
7330,4.12
7376,0.0
10630,0.0
6240,4.81
4962,0.3
9834,6.02
8692,0.0
9754,2.67
9741,1.15
11534,0.0
7288,0.0
12957,0.39
457,0.0
1065,0.0
12799,0.41
9904,0.3
4001,0.37
9896,2.12
2205,0.0
1327,0.24
12468,2.47
4664,0.32
5595,0.0
9832,0.89
11347,0.09
8374,0.0
12986,1.14
11550,4.92
7327,0.0
3304,2.69
12979,1.12
877,1.8
3583,6.0
4954,4.21
4140,0.56
7606,6.01
4714,0.11
2694,5.63
8211,0.0
4816,2.17
11479,4.87
7384,0.0
10538,4.23
12451,2.21
1858,0.0
6042,3.53
10785,0.0
4387,5.01
867,2.54
8666,0.0
2328,0.0
11523,5.91
3272,1.66
4410,0.43
7325,0.0
7268,0.0
6994,0.0
6935,0.0
2992,2.07
10090,1.45
8892,4.2
6033,3.39
7131,0.44
8557,1.68
11309,3.21
1080,0.0
9863,6.06
6909,0.56
2128,0.16
695,2.38
5107,2.65
4940,1.14
5862,0.29
12705,2.65
4171,0.92
9514,4.36
6144,0.0
6015,2.34
1673,0.0
4917,3.13
2958,2.78
5707,1.21
4095,4.81
12853,0.49
10880,0.0
1539,0.0
8252,3.85
7320,2.1
690,0.58
11327,0.22
9389,1.77
2308,0.0
7575,1.26
2552,0.32
634,1.05
6924,0.0
10186,3.12
440,0.0
7118,0.29
11256,0.43
4537,0.0
2753,1.94
8771,0.61
9417,5.84
5621,0.0
12251,2.25
10976,1.99
5493,0.0
121,3.24
4381,5.23
985,0.0
11325,1.68
9865,3.76
2035,2.49
4588,0.0
6214,0.0
9779,0.12
6157,0.0
12009,0.7
9902,3.26
12473,0.0
11135,0.25
9681,4.43
8952,2.35
8642,0.67
4349,1.72
128,5.07
8341,3.81
6560,1.03
7364,0.0
11677,0.4
12129,0.31
11555,0.0
6798,2.53
9682,4.21
9749,2.46
1156,5.05
2242,0.0
9538,2.33
12989,0.37
6533,4.16
11951,0.29
13024,1.87
442,0.0
8426,1.12
5169,1.35
7072,0.0
9091,2.34
7721,4.01
9542,0.0
3166,1.09
8423,6.11
2351,6.3
2866,2.8
3779,0.0
3796,0.0
4557,0.0
2216,0.0
12889,4.0
5022,0.76
10482,2.72
12016,3.96
221,0.0
9102,1.63
3670,0.12
8691,0.0
7220,0.0
7004,0.0
7988,4.13
12756,5.71
11482,2.16
6298,4.67
7123,0.91
5449,0.0
6353,3.0
3594,4.66
9708,1.4
1570,0.0
6893,0.0
189,3.09
4754,0.14
6340,5.75
4358,4.85
12829,0.31
4078,3.71
1394,5.46
8416,1.39
12758,1.02
8107,0.0
9615,3.12
8531,1.06
8672,0.0
3482,1.56
9427,0.0
12028,0.0
1530,0.0
4743,3.57
1965,0.0
11352,0.04
3663,2.6
11492,1.99
12314,1.14
5191,4.21
9310,4.73
3800,2.0
7331,2.4
8482,0.93
2599,2.21
6292,0.0
3312,1.43
11652,5.19
7905,0.0
453,0.0
12320,3.0
983,0.0
4802,0.0
341,0.0
10874,0.0
11039,0.0
2478,2.06
8579,1.62
441,0.0
3781,0.0
9641,0.81
11630,0.59
2076,0.0
9455,0.54
11658,0.53
13006,1.2
5598,0.0
5648,0.0
10213,0.76
11585,1.94
3049,3.59
8487,1.57
8008,0.0
5371,3.01
11140,0.02
5543,0.0
2464,0.16
4701,0.88
5829,0.92
9191,2.33
2477,2.09
7634,3.51
5005,3.32
12903,4.56
4651,5.9
36,2.85
4369,4.05
1963,0.0
12341,4.46
3088,1.05
3597,4.93
3324,4.98
4213,3.72
1197,0.22
4649,0.91
10092,3.51
5886,2.11
5645,0.0
8511,0.71
12153,3.99
504,0.0
11004,2.19
10365,0.0
10766,0.0
3039,0.28
1550,0.0
2978,2.4
1212,5.37
12676,3.0
6959,0.0
7303,0.0
10537,5.46
6011,0.0
6866,5.54
2296,0.0
4562,2.61
9404,0.0
8783,0.1
4192,6.24
11979,2.21
8789,3.05
4833,5.2
4185,0.5
4590,0.0
2996,0.24
7611,0.0
9363,3.87
3327,1.46
2000,5.36
8757,4.06
8161,0.0
12798,1.33
9410,2.02
2679,4.89
5508,0.0
10939,6.24
12400,4.8
12458,4.9
1457,1.81
8808,0.41
8440,0.44
5833,5.21
11586,3.85
6840,0.34
12427,1.95
10670,2.62
12092,2.27
8486,1.7
9715,4.81
4382,4.63
2401,5.11
1484,5.89
1180,0.08
3985,0.61
7290,0.0
11446,0.0
10061,0.6
7052,2.78
8017,0.0
12303,0.92
10465,0.27
2013,2.16
11944,0.29
12859,0.34
1887,0.0
6244,0.0
56,5.01
11221,0.42
736,4.44
8544,1.3
6556,5.16
9295,1.05
810,0.0
6941,0.0
11640,0.19
10432,0.72
13106,2.79
1294,0.64
5647,0.0
2739,0.0
4689,0.34
11075,0.16
7722,2.01
6772,4.76
7879,0.0
12905,1.3
3046,0.07
8667,0.0
10304,1.62
9150,0.71
3690,0.49
8709,0.0
322,0.0
3271,3.07
12432,0.4
10962,5.54
5708,0.99
4124,3.67
5487,0.0
1860,0.0
6736,2.99
8879,5.77
6668,2.07
3303,4.77
12227,5.12
6114,0.82
5642,0.0
9075,0.0
12331,3.03
9013,0.0
9261,1.67
7183,4.33
474,0.0
2237,0.0
850,0.34
9038,1.03
6816,0.18
2690,0.75
11787,0.76
11237,1.88
951,0.88
6895,0.0
10400,1.13
11876,3.71
8394,2.82
3831,0.0
3499,0.0
1346,0.94
5428,0.0
8044,0.0
7174,0.66
5087,3.8
7735,0.0
8953,1.77
7699,2.71
2062,0.22
3581,0.85
10401,0.0
6896,0.0
6040,0.0
9170,1.07
12588,0.06
4065,2.54
11780,1.8
195,0.0
5436,0.0
5601,0.0
10869,0.0
152,0.0
3012,3.23
11252,1.59
2577,2.37
89,4.75
12668,3.8
378,0.0
11018,5.48
9707,1.45
6247,4.98
12442,4.53
6991,0.0
2877,5.18
5254,2.65
1612,0.0
9909,2.29
9255,0.0
9496,1.27
11245,0.26
8937,0.66
6501,0.0
9157,0.7
5772,1.32
469,0.0
1510,1.31
7095,4.75
11848,4.98
2658,0.47
8791,0.1
12619,4.12
5704,3.46
11801,3.1
6453,3.71
7686,0.38
12941,1.14
12837,4.62
9920,4.24
2610,3.21
4176,1.56
7371,0.86
11946,4.12
10639,0.0
1563,0.0
6149,4.61
10747,0.0
7235,0.0
3032,0.29
3630,0.81
8891,4.32
9767,2.93
7538,1.53
2008,6.16
2382,0.0
7226,0.0
12554,0.06
4559,4.89
3490,0.96
4934,0.0
11198,0.43
8993,1.18
4255,4.22
9853,4.98
9340,4.78
10729,0.0
8665,0.0
10824,0.0
1838,0.0
6877,3.41
3904,3.74
11708,0.47
1630,1.59
6069,4.1
1048,0.0
1444,1.45
12147,1.44
47,3.91
585,3.31
3142,0.73
11695,0.2
8638,0.84
7120,0.44
9976,4.17
6166,0.0
8516,1.04
9743,4.67
4227,1.65
10912,1.26
1924,0.0
6685,4.58
8195,0.0
12038,0.0
5454,0.0
6457,5.99
4646,0.91
1832,0.0
4421,1.8
7427,2.95
10909,1.38
9845,0.39
10780,0.0
9307,0.29
12632,3.87
4399,5.38
13077,5.75
1449,0.28
6655,0.0
7223,0.0
3977,5.9
4142,5.39
8750,0.0
2509,0.21
11209,0.43
5586,0.0
2362,0.0
4225,4.47
8315,4.55
9321,2.48
4020,0.98
4515,0.0
1715,2.24
12895,3.76
7697,0.91
5957,0.0
1621,0.0
10367,0.0
10749,0.0
11721,0.73
7375,0.0
12214,0.35
3372,0.96
12076,0.0
5433,0.0
1445,0.85
10132,0.0
1962,0.0
7161,4.28
10802,0.0
4596,2.32
361,0.0
4055,4.24
6331,3.3
6388,4.42
825,1.76
12219,1.67
9983,2.16
2285,3.89
4139,1.36
3118,3.7
11101,0.26
171,0.0
9553,1.51
10998,0.87
3797,0.0
5326,0.0
2905,5.93
293,0.0
8768,0.0
4316,4.69
6495,1.92
11684,5.1
2528,2.3
1764,0.0
2588,0.36
11759,3.85
2066,1.32
9468,5.8
10069,0.3
9724,5.84
11184,0.57
1592,0.0
6553,2.37
7160,0.82
3080,1.07
4869,2.87
1483,0.0
12574,0.03
6142,0.0
11847,5.73
8538,1.18
76,1.11
8725,4.24
380,0.0
9761,6.2
5184,2.99
7901,0.0
7872,0.0
9628,1.58
4699,0.16
1900,0.0
3259,2.86
11228,1.59
10012,3.53
7764,4.22
4682,2.46
10430,4.22
5367,1.27
11929,0.35
3361,1.34
10187,2.2
10407,4.0
5181,5.66
2727,2.3
1263,4.82
2142,0.65
1964,0.0
11942,1.04
13108,2.34
9727,2.41
5445,0.0
3750,0.63
8023,0.0
9932,0.17
908,2.45
1821,0.0
7420,0.55
476,0.0
8898,1.41
4269,2.35
9901,3.95
7635,3.42
9569,0.52
1290,0.42
3020,2.22
6762,0.32
619,3.57
1888,0.0
9484,0.0
8420,0.44
6378,0.0
12407,2.28
1863,0.0
12230,2.38
11487,2.57
12557,3.68
6010,0.0
3503,0.5
6532,0.39
6566,0.17
4771,3.17
5635,0.0
11378,0.15
13112,3.67
6943,0.52
12089,4.79
11726,5.48
183,1.47
4526,3.45
12453,5.16
10636,0.0
3626,0.42
5641,0.0
4727,4.23
11836,3.95
10053,1.76
2881,5.37
1123,5.39
689,0.92
7973,0.0
4572,2.56
3579,1.75
6747,3.84
12210,3.04
10227,0.38
12878,5.14
2194,0.0
9146,6.1
7985,0.0
194,0.0
2051,0.67
1109,3.78
232,0.0
5766,5.5
11294,0.32
4922,0.37
10479,2.29
1053,0.0
7028,4.38
1221,5.67
1488,2.06
3444,4.03
8763,3.91
10166,2.21
12414,0.53
10280,1.33
8636,1.25
9283,0.0
4799,0.96
5999,3.04
6423,5.16
6716,1.79
351,0.0
5499,0.0
11485,3.87
6239,4.93
5990,0.0
3467,1.8
8927,1.36
2983,0.24
11557,0.0
12606,3.84
10353,0.0
6677,0.13
3872,3.28
5009,3.31
7485,0.0
12651,0.13
4746,3.14
1081,0.0
5430,0.0
9296,0.89
6438,3.8
3078,3.37
1729,0.0
5756,4.92
6948,0.0
6380,4.13
11411,4.88
10018,4.98
8387,6.01
2985,2.79
8957,0.0
4520,6.17
10914,1.23
12204,4.27
5316,0.0
692,3.21
2993,1.79
10707,0.29
12389,1.68
9088,0.33
5569,0.0
7750,0.0
9530,2.2
8378,2.25
10490,0.25
12325,0.41
2131,0.51
5978,4.95
402,0.0
11949,1.19
2330,0.0
1843,0.0
4994,1.55
661,1.11
4876,4.97
5471,0.0
11375,3.27
8304,5.65
783,1.49
3258,6.22
2651,0.36
3593,5.31
9035,1.11
9094,5.92
10011,3.9
2951,2.55
2859,5.11
1406,4.96
11189,2.01
8615,1.37
6425,3.21
5789,5.05
4281,2.52
8439,0.74
5209,2.65
2433,5.13
4091,2.15
10212,0.8
5982,0.0
329,0.0
7844,0.0
9736,0.98
10621,1.01
10419,0.33
5038,0.55
3534,2.94
12307,4.87
2322,0.0
3598,4.08
2411,0.0
4144,2.29
5758,2.32
7249,0.0
4509,2.97
7250,0.0
7999,3.61
10433,0.23
2952,2.28
8384,0.93
9497,1.0
1247,6.11
6696,5.12
10913,0.45
